"author","date","identifier","language","og_url","pdf_download_link","pdf_link","publisher","title","keywords","subjects"
"none","2002-1-15","10.1098/rsta.2001.0915","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0915","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0915?download=true","/doi/epdf/10.1098/rsta.2001.0915","The Royal Society","Preface","",""
"none","2001-12-15","10.1098/rsta.2001.0913","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0913","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0913?download=true","/doi/epdf/10.1098/rsta.2001.0913","The Royal Society","Preface","",""
"F. Kemp and C. E. Kirk and I. R. McNab","2001-12-15","10.1098/rsta.2001.2000","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2000","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2000?download=true","/doi/epdf/10.1098/rsta.2001.2000","The Royal Society","Correction for Kemp et al., The infrared predissociation spectrum of H3+","",""
"M. Wiercigroch and A. M. Krivtsov","2001-12-15","10.1098/rsta.2001.2001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2001?download=true","/doi/epdf/10.1098/rsta.2001.2001","The Royal Society","Correction for Wiercigroch and Krivtsov, Frictional chatter in orthogonal metal cutting","",""
"A. G. Yodh and K.-H. Lin and J. C. Crocker and A. D. Dinsmore and R. Verma and P. D. Kaplan","2001-12-15","10.1098/rsta.2001.2002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2002?download=true","/doi/epdf/10.1098/rsta.2001.2002","The Royal Society","Correction for Yodh et al., Entropically driven self-assembly and interaction in suspension","",""
"P. J. Hunter and P. Kohl and D. Noble","2001-12-15","10.1098/rsta.2001.2003","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2003","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2003?download=true","/doi/epdf/10.1098/rsta.2001.2003","The Royal Society","Correction for Hunter et al., Integrative models of the heart achievements and limitations","",""
"J. B. Bassingthwaighte","2001-12-15","10.1098/rsta.2001.2004","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.2004","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.2004?download=true","/doi/epdf/10.1098/rsta.2001.2004","The Royal Society","Correction for Bassingthwaighte, The modelling of a primitive ‘sustainable’ conservative cell","",""
"Ray P. S. Han and Peter M. Bainum","2001-11-15","10.1098/rsta.2001.0914","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0914","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0914?download=true","/doi/epdf/10.1098/rsta.2001.0914","The Royal Society","Preface","",""
"M. Wiercigroch","2001-4-15","10.1098/rsta.2000.0749","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0749","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0749?download=true","/doi/epdf/10.1098/rsta.2000.0749","The Royal Society","Preface","",""
"P. Kohl and D. Noble and P. J. Hunter","2001-6-15","10.1098/rsta.2001.0836","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0836","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0836?download=true","/doi/epdf/10.1098/rsta.2001.0836","The Royal Society","Preface","",""
"N. A. J. Lieven and D. J. Ewins","2001-1-15","10.1098/rsta.2000.0709","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0709","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0709?download=true","/doi/epdf/10.1098/rsta.2000.0709","The Royal Society","Preface","",""
"M. C. R. Symons","2001-8-15","10.1098/rsta.2000.0870","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0870","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0870?download=true","/doi/epdf/10.1098/rsta.2000.0870","The Royal Society","Preface","",""
"none","2000-12-15","10.1098/rsta.2000.0694","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0694","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0694?download=true","/doi/epdf/10.1098/rsta.2000.0694","The Royal Society","Preface","",""
"V. I. Arnold and J. W. Bruce and H. K. Moffatt and R. B. Pelz","2001-7-15","10.1098/rsta.2001.0851","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0851","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0851?download=true","/doi/epdf/10.1098/rsta.2001.0851","The Royal Society","Preface","",""
"P. Gale","2000-12-15","10.1098/rsta.2000.2001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.2001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.2001?download=true","/doi/epdf/10.1098/rsta.2000.2001","The Royal Society","Correction for Gale, Supramolecular chemistry from complexes to complexity","",""
"D. Gubbins and D. V. Kent and C. Laj","2000-3-15","10.1098/rsta.2000.0564","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0564","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0564?download=true","/doi/epdf/10.1098/rsta.2000.0564","The Royal Society","Preface","",""
"Roger Penrose","1999-12-1","10.1098/rsta.1999.0489","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0489","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0489?download=true","/doi/epdf/10.1098/rsta.1999.0489","The Royal Society","Introduction science at the turn of the millennium","",""
"Juergen Neuberg and Stephen Sparks","2000-5-15","10.1098/rsta.2000.0597","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0597","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0597?download=true","/doi/epdf/10.1098/rsta.2000.0597","The Royal Society","Tribute Professor Peter Francis BSc PhD 1945-1999","",""
"L.H. Townend","1999-8-1","10.1098/rsta.1999.0437","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0437","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0437?download=true","/doi/epdf/10.1098/rsta.1999.0437","The Royal Society","Conclusions to Hypersonic aircraft lifting re-entry and launch. A Theme issue published by the Royal Society","",""
"Polina Bayvel and Richard J. Gibbens and John E. Midwinter","2000-8-15","10.1098/rsta.2000.0638","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0638","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0638?download=true","/doi/epdf/10.1098/rsta.2000.0638","The Royal Society","Introductory remarks","",""
"N. J.  Shackleton and I. N.  McCave and  G. P. Weedon","1999-7-15","10.1098/rsta.1999.0398","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0398","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0398?download=true","/doi/epdf/10.1098/rsta.1999.0398","The Royal Society","Preface to Astronomical (Milankovitch) calibration of the geological time–scale. A Discussion Meeting held at the Royal Society on 9 and 10 December 1998","",""
"N. J. Manson and K. Burnett","1999-5-15","10.1098/rsta.1999.0367","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0367","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0367?download=true","/doi/epdf/10.1098/rsta.1999.0367","The Royal Society","Preface to Atomic, molecular and photon collision physics new challenges and new opportunities. A Theme edited and compiled by K. Burnett and N. J. Mason","",""
"Jeff Dewynne and Sam Howison and Paul Wilmott","1999-8-1","10.1098/rsta.1999.0412","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0412","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0412?download=true","/doi/epdf/10.1098/rsta.1999.0412","The Royal Society","Preface to Mathematics of Finance. A theme issue published by the Royal Society","",""
"R. B. Whitmarsh","1999-4-15","10.1098/rsta.1999.0346","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0346","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0346?download=true","/doi/epdf/10.1098/rsta.1999.0346","The Royal Society","Preface to Response to the Earth's lithosphere to extension. A Discussion Meeting held at the Royal Society on 20 and 21 May 1998.","",""
"D. C. Robinson","1999-3-15","10.1098/rsta.1999.0332","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0332","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0332?download=true","/doi/epdf/10.1098/rsta.1999.0332","The Royal Society","Introduction to The approach to ignited plasma. A Discussion Meeting held at the Royal Society on 15 and 16 July 1998","",""
"J. R. Blake","1999-2-15","10.1098/rsta.1999.0323","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0323","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0323?download=true","/doi/epdf/10.1098/rsta.1999.0323","The Royal Society","Preface to Acoustic cavitation and sonoluminescence. A theme compiled and edited by J. R. Blake","",""
"Leo H. Townend","1999-8-1","10.1098/rsta.1999.0423","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0423","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0423?download=true","/doi/epdf/10.1098/rsta.1999.0423","The Royal Society","Introduction to Hypersonic aircraft lifting re-entry and launch. A Theme issue published by the Royal Society","",""
"L.H. Townend","1999-8-1","10.1098/rsta.1999.0422","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0422","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0422?download=true","/doi/epdf/10.1098/rsta.1999.0422","The Royal Society","Preface to Hypersonic aircraft lifting re–entry and launch. A Theme issue published by the Royal Society","",""
"S. R. Bishop and D. D. Drysdale","1998-12-15","10.1098/rsta.1998.0297","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0297","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0297?download=true","/doi/epdf/10.1098/rsta.1998.0297","The Royal Society","Preface to Fire dynamics. A theme compiled and edited by S. R. Bishop and D. D. Drysdale","",""
"D. Muir Wood and G. S. Boulton and J. M. Rotter","1998-11-15","10.1098/rsta.1998.0280","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0280","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0280?download=true","/doi/epdf/10.1098/rsta.1998.0280","The Royal Society","Preface to Mechanics of granular materials in engineering and Earth sciences. A Discussion Meeting held at the Royal Society on 28 and 29 January 1998.","",""
"B. W. Silverman and J. C. Vassilicos","1999-9-1","10.1098/rsta.1999.0438","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0438","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0438?download=true","/doi/epdf/10.1098/rsta.1999.0438","The Royal Society","Preface to Wavelets the key to intermittent information A Discussion Meeting held at The Royal Society on 24 and 25 February 1999","",""
"K. J. Spyrou and J. M. T. Thompson","2000-6-15","10.1098/rsta.2000.0612","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0612","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0612?download=true","/doi/epdf/10.1098/rsta.2000.0612","The Royal Society","Preface","",""
"F. B. J. Macmillen and J. M. T. Thompson","1998-10-15","10.1098/rsta.1998.0267","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0267","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0267?download=true","/doi/epdf/10.1098/rsta.1998.0267","The Royal Society","Preface to Nonlinear flight dynamics of high-performance aircraft. A Theme compiled and edited by J. M. T. Thompson and F. B. J. Macmillen.","",""
"A. Ekert and R. Jozsa and R. Penrose","1998-8-15","10.1098/rsta.1998.0243","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0243","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0243?download=true","/doi/epdf/10.1098/rsta.1998.0243","The Royal Society","Preface to Quantum computation theory and experiment. Proceedings of a Discussion Meeting held at the Royal Society of London on 5 and 6 November 1997.","",""
"M. Blamire and L. F. Cohen and D. M. Edwards and J. Macmanus-Driscoll","1998-7-15","10.1098/rsta.1998.0229","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0229","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0229?download=true","/doi/epdf/10.1098/rsta.1998.0229","The Royal Society","Preface to Understanding and utilizing colossal magnetoresistance materials. A Discussion Meeting held at the Royal Society of London","",""
"Keith Bowen and Brian >Tanner","1999-10-1","10.1098/rsta.1999.0452","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0452","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0452?download=true","/doi/epdf/10.1098/rsta.1999.0452","The Royal Society","Preface to X–ray topography and cystal characterization. A Theme issue published by The Royal Society.","",""
"J. Lasenby and A. Zisserman and R. Cipolla and H. C. Longuet–Higgins","1998-5-15","10.1098/rsta.1998.0209","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0209","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0209?download=true","/doi/epdf/10.1098/rsta.1998.0209","The Royal Society","Preface to New geometric techniques in computer vision. A Discussion Meeting held at the Royal Society of London.","",""
"E. D. Hondros and K. C. Mills and M. McLean","1998-4-15","10.1098/rsta1996.356.1739.813","EN","https://royalsocietypublishing.org/doi/10.1098/rsta1996.356.1739.813","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta1996.356.1739.813?download=true","/doi/epdf/10.1098/rsta1996.356.1739.813","The Royal Society","Preface to Marangoni and interfacial phenomena in materials processing. Proceedings of a Discussion Meeting held at the Royal Society of London on 4 and 5 June 1997","",""
"J. P. Simons","1998-2-15","10.1098/rsta.1998.0164","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0164","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0164?download=true","/doi/epdf/10.1098/rsta.1998.0164","The Royal Society","Preface to Ultrafast processes in chemistry and biology, a Discussion Meeting held at the Royal Society","",""
"P. P. Edwards and R. L. Johnston and C. N. R. Rao and D. P. Tunstall","1998-1-15","10.1098/rsta.1998.0145","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1998.0145","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1998.0145?download=true","/doi/epdf/10.1098/rsta.1998.0145","The Royal Society","Preface to The metal–non–metal transition in macroscopic and microscopic systems","",""
"K. N. C. Bray and N. Nikiforakis","1999-12-1","10.1098/rsta.1999.0504","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1999.0504","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1999.0504?download=true","/doi/epdf/10.1098/rsta.1999.0504","The Royal Society","Preface to Combustion science. A Theme issue published by The Royal Society.","",""
"M. Kailasam and P. Ponte Castañeda and J. R. Willis","1997-12-15","10.1098/rsta.1997.1000","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.1000","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.1000?download=true","/doi/epdf/10.1098/rsta.1997.1000","The Royal Society","Correction for Kailasam et al. The effect of particle size, shape, distribution and their evolution on the constitutive response of nonlinearly viscous composites. I. Theory","",""
"P. Knight and B. Stoicheff and D. Walls","1997-12-15","10.1098/rsta.1997.0119","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0119","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0119?download=true","/doi/epdf/10.1098/rsta.1997.0119","The Royal Society","Preface to Highlight in Quantum Optics","",""
"none","1997-8-15","10.1098/rsta.1997.0088","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0088","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0088?download=true","/doi/epdf/10.1098/rsta.1997.0088","The Royal Society","Glossary","",""
"none","1997-10-15","10.1098/rsta.1997.0108","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0108","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0108?download=true","/doi/epdf/10.1098/rsta.1997.0108","The Royal Society","Conclusion to Vortices, dislocations and line singularities in partial differential equations, the proceedings of a Discussion held at The Royal Society","",""
"SirGeoffrey Allen","1997-7-15","10.1098/rsta.1997.0056","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0056","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0056?download=true","/doi/epdf/10.1098/rsta.1997.0056","The Royal Society","Preface to a Discussion entitled Clean technology the idea and the practice","",""
"S. J. Chapman and C. M. Elliott and A. K. Head and S. D. Howison and F. M Leslie and J. R. Ockendon","1997-10-15","10.1098/rsta.1997.0096","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0096","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0096?download=true","/doi/epdf/10.1098/rsta.1997.0096","The Royal Society","Preface to Vortices, dislocations, and line singularities in partial differential equations, the proceedings of a Discussion held at The Royal Society","",""
"M. S. Child","1997-8-15","10.1098/rsta.1997.0071","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0071","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0071?download=true","/doi/epdf/10.1098/rsta.1997.0071","The Royal Society","Preface to Molecular Rydberg dynamics, the published proceedings of a Discussion","",""
"none","1997-4-15","10.1098/rsta.1997.0035","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0035","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0035?download=true","/doi/epdf/10.1098/rsta.1997.0035","The Royal Society","Preface to Discussion on Electronics with molecular materials from synthesis to device","",""
"A. R. Champneys and G. W. Hunt and J. M. T. Thompson","1997-11-15","10.1098/rsta.1997.0109","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0109","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0109?download=true","/doi/epdf/10.1098/rsta.1997.0109","The Royal Society","Preface to Localization and solitary waves in solid mechanics, a theme published by the Royal Society of London","",""
"none","1997-3-15","10.1098/rsta.1997.0019","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0019","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0019?download=true","/doi/epdf/10.1098/rsta.1997.0019","The Royal Society","Preface for Discussion on Violent surface motion","",""
"none","1997-2-15","10.1098/rsta.1997.0006","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1997.0006","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1997.0006?download=true","/doi/epdf/10.1098/rsta.1997.0006","The Royal Society","Preface for Discussion on Mid–Ocean Ridges dynamics of processes associated with creation of new ocean crust","",""
"Ekhard Karl Hermann Salje","1996-12-15","10.1098/rsta.1996.0129","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1996.0129","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1996.0129?download=true","/doi/epdf/10.1098/rsta.1996.0129","The Royal SocietyLondon","Preface","",""
"Mark Dowsett","1996-11-15","10.1098/rsta.1996.0117","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1996.0117","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1996.0117?download=true","/doi/epdf/10.1098/rsta.1996.0117","The Royal SocietyLondon","Preface","",""
"L. M. Brown and N. Collings and R. M. Harrison and A. D. Maynard and R. L. Maynard","2000-10-15","10.1098/rsta.2000.0668","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0668","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0668?download=true","/doi/epdf/10.1098/rsta.2000.0668","The Royal Society","Ultrafine particles in the atmosphere introduction","",""
"G. Poots","2000-11-15","10.1098/rsta.2000.0685","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0685","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0685?download=true","/doi/epdf/10.1098/rsta.2000.0685","The Royal Society","Preface","",""
"John Meurig Thomas","1996-09-16","10.1098/rsta.1996.0085","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1996.0085","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1996.0085?download=true","/doi/epdf/10.1098/rsta.1996.0085","The Royal SocietyLondon","Preface","",""
"A. E. Orel and I. F. Schneider and A. Suzor-Weiner","2000-12-15","10.1098/rsta.2000.2000","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.2000","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.2000?download=true","/doi/epdf/10.1098/rsta.2000.2000","The Royal Society","Correction for Orel et al., Dissociative recombination of H3+ progress in theory","",""
"M. S. Williams","2001-9-15","10.1098/rsta.2001.0880","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0880","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0880?download=true","/doi/epdf/10.1098/rsta.2001.0880","The Royal Society","Preface","",""
"I. Butterworth and J. Ellis and E. Gabathuler","2001-2-15","10.1098/rsta.2000.0722","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0722","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0722?download=true","/doi/epdf/10.1098/rsta.2000.0722","The Royal Society","Preface","",""
"A. P. Jephcoat","1996-06-15","10.1098/rsta.1996.0046","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1996.0046","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1996.0046?download=true","/doi/epdf/10.1098/rsta.1996.0046","The Royal SocietyLondon","Preface","",""
"Robert Hutchison and Colin Pillinger and Grenville Turner and Sara Russell","2001-10-15","10.1098/rsta.2001.0899","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2001.0899","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2001.0899?download=true","/doi/epdf/10.1098/rsta.2001.0899","The Royal Society","Preface","",""
"A. R. Adams","2001-3-15","10.1098/rsta.2000.0735","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0735","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0735?download=true","/doi/epdf/10.1098/rsta.2000.0735","The Royal Society","Preface","",""
"Takeshi Oka","2000-9-15","10.1098/rsta.2000.0653","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2000.0653","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2000.0653?download=true","/doi/epdf/10.1098/rsta.2000.0653","The Royal Society","Introductory remarks","H3+,infrared spectrum,Jupiter,molecular cloud,diffuse interstellar medium,molecular astrophysics","H3+,infrared spectrum,Jupiter,molecular cloud,diffuse interstellar medium,molecular astrophysics"
"none","2002-8-15","10.1098/rsta.2002.1039","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2002.1039","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2002.1039?download=true","/doi/epdf/10.1098/rsta.2002.1039","The Royal Society","Preface","",""
"none","1995-10-16","10.1098/rsta.1995.0085","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1995.0085","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1995.0085?download=true","/doi/epdf/10.1098/rsta.1995.0085","The Royal SocietyLondon","Preface","",""
"M. Nieto-Vesperinas and P. C. Chaumet and A. Rahmani","2004-12-15","10.1098/rsta.2004.2001","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2004.2001","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2004.2001?download=true","/doi/epdf/10.1098/rsta.2004.2001","The Royal Society","Correction for Nieto-Vesperinas et al., Near-field photonic forces","",""
"P. Wadhams","1995-08-15","10.1098/rsta.1995.0063","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1995.0063","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1995.0063?download=true","/doi/epdf/10.1098/rsta.1995.0063","The Royal SocietyLondon","Preface","",""
"David Richards and Anatoly Zayats","2004-4-15","10.1098/rsta.2003.1366","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1366","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1366?download=true","/doi/epdf/10.1098/rsta.2003.1366","The Royal Society","Preface","",""
"John Meurig Thomas","2004-1-15","10.1098/rsta.2003.1310","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1310","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1310?download=true","/doi/epdf/10.1098/rsta.2003.1310","The Royal Society","Introduction","",""
"A. Giles Davies and Edmund H Linfield and Michael Davies","2004-2-15","10.1098/rsta.2003.1328","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1328","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1328?download=true","/doi/epdf/10.1098/rsta.2003.1328","The Royal Society","Preface","",""
"none","2004-6-15","10.1098/rsta.2004.1378","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2004.1378","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2004.1378?download=true","/doi/epdf/10.1098/rsta.2004.1378","The Royal Society","Preface","",""
"P. Bettess and O. Laghrouche and E. Perrey-Debain","2004-3-15","10.1098/rsta.2003.1341","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1341","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1341?download=true","/doi/epdf/10.1098/rsta.2003.1341","The Royal Society","Introduction","short waves,scattering,domain methods,boundary methods,asymptotics,ray–tracing","short waves,scattering,domain methods,boundary methods,asymptotics,ray–tracing"
"Julio M. Ottino and Stephen Wiggins","2004-5-15","10.1098/rsta.2003.1355","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2003.1355","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2003.1355?download=true","/doi/epdf/10.1098/rsta.2003.1355","The Royal Society","Introduction mixing in microfluidics","Microfluidics,Mixing,Chaos,Diffusion,Fluid Mechanics","Microfluidics,Mixing,Chaos,Diffusion,Fluid Mechanics"
"F. P. Kelly","1994-06-15","10.1098/rsta.1994.0054","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1994.0054","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1994.0054?download=true","/doi/epdf/10.1098/rsta.1994.0054","The Royal SocietyLondon","Preface","",""
"Michael Thompson","2004-7-15","10.1098/rsta.2004.1394","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2004.1394","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2004.1394?download=true","/doi/epdf/10.1098/rsta.2004.1394","The Royal Society","Preface","",""
"M. Al–Ghoul and J. P. Boon and P. V. Coveney","2004-8-15","10.1098/rsta.2004.1417","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.2004.1417","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2004.1417?download=true","/doi/epdf/10.1098/rsta.2004.1417","The Royal Society","Preface","",""
"none","1966-04-07","10.1098/rsta.1966.0002","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1966.0002","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1966.0002?download=true","/doi/epdf/10.1098/rsta.1966.0002","The Royal SocietyLondon","A discussion concerning the floor of the northwest Indian Ocean - Preface","",""
"Frank Philip Bowden","1966-07-28","10.1098/rsta.1966.0030","EN","https://royalsocietypublishing.org/doi/10.1098/rsta.1966.0030","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.1966.0030?download=true","/doi/epdf/10.1098/rsta.1966.0030","The Royal SocietyLondon","A discussion on deformation of solids by the impact of liquids, and its relation to rain damage in aircraft and missiles, to blade erosion in steam turbines, and to cavitation erosion - Introduction","",""
